segment_id;user_id;file_name;mode
368;20;20110912053207.plt;walk
369;20;20110912053207.plt;bus
370;20;20110912053207.plt;bus
371;20;20110912053207.plt;walk
372;20;20110912053207.plt;walk
373;20;20110913020920.plt;walk
374;20;20110913151205.plt;walk
375;20;20110913151235.plt;walk
376;20;20110914013225.plt;walk
377;20;20110914013225.plt;bus
378;20;20110914013225.plt;walk
379;20;20110915022401.plt;walk
380;20;20110915022401.plt;bus
381;20;20110915022401.plt;walk
382;20;20110916014035.plt;walk
383;20;20110916014035.plt;bus
384;20;20110916014035.plt;walk
385;20;20110916143029.plt;bus
386;20;20110916143029.plt;walk
387;20;20110917021631.plt;walk
388;20;20110917021631.plt;bus
389;20;20110917021631.plt;walk
390;20;20110917021631.plt;walk
391;20;20110921013007.plt;bike
392;20;20110921160531.plt;bike
393;20;20110922012559.plt;bike
394;20;20110923012307.plt;bike
395;20;20110923160249.plt;bike
396;20;20110924033308.plt;bike
397;20;20110924163431.plt;bike
398;20;20110925023233.plt;bike
399;20;20110925023233.plt;bike
400;20;20110926014137.plt;bike
401;20;20110926151626.plt;bike
402;20;20110927021725.plt;bike
403;20;20110927150258.plt;bike
404;20;20110928144111.plt;bike
405;20;20110928144111.plt;bike
406;20;20110929020133.plt;bike
407;20;20111001045226.plt;bike
408;20;20111003025337.plt;bike
409;20;20111004025823.plt;bike
410;20;20111004125625.plt;bike
411;20;20111005041136.plt;bike
412;20;20111005152131.plt;bike
413;20;20111006040601.plt;bike
414;20;20111006040601.plt;bike
415;20;20111006152407.plt;bike
416;20;20111006152407.plt;bike
417;20;20111007151536.plt;bike
418;20;20111009013217.plt;bike
419;20;20111009214045.plt;bike
420;20;20111010145307.plt;bike
421;20;20111011013905.plt;bike
422;20;20111011150431.plt;bike
423;20;20111012012628.plt;bike
424;20;20111013013205.plt;bike
425;20;20111013151135.plt;bike
426;20;20111014010358.plt;bike
427;20;20111015112503.plt;bike
428;20;20111016034837.plt;bike
429;20;20111017020238.plt;bike
430;20;20111018151729.plt;bike
431;20;20111019152608.plt;bike
432;20;20111020014955.plt;bike
433;20;20111020213601.plt;bike
434;20;20111020213601.plt;bike
435;20;20111020213601.plt;bike
436;20;20111022144032.plt;walk
437;20;20111024014825.plt;bike
438;20;20111025012653.plt;bike
439;20;20111025142225.plt;bike
440;20;20111026015731.plt;bike
441;20;20111026153707.plt;walk
442;20;20111027014325.plt;bike
443;20;20111027161506.plt;bike
444;20;20111028012801.plt;bike
445;20;20111031015255.plt;bike
446;20;20111101014635.plt;bike
447;20;20111102020429.plt;bike
448;20;20111102145454.plt;bike
449;20;20111103021406.plt;bike
450;20;20111104044425.plt;bike
451;20;20111104044425.plt;bike
452;20;20111104141032.plt;bike
453;20;20111105045504.plt;bike
454;20;20111105045504.plt;bike
455;20;20111105152823.plt;bike
456;20;20111106153504.plt;bike
457;20;20111106153504.plt;walk
458;20;20111107021009.plt;bike
459;20;20111107150231.plt;bike
460;20;20111108020135.plt;bike
461;20;20111108143156.plt;bike
462;20;20111109141808.plt;bike
463;20;20111110015226.plt;bike
464;20;20111111153907.plt;bike
465;20;20111115013237.plt;bike
466;20;20111115160826.plt;bike
467;20;20111116014801.plt;bike
468;20;20111117020931.plt;bike
469;20;20111117162007.plt;walk
470;20;20111118101629.plt;walk
471;20;20111119042142.plt;bike
472;20;20111120161356.plt;bike
473;20;20111121013035.plt;bike
474;20;20111122014130.plt;bike
475;20;20111122151957.plt;bike
476;20;20111123154525.plt;bike
477;20;20111123155229.plt;bike
478;20;20111124020829.plt;bike
479;20;20111125014422.plt;bike
480;20;20111125152106.plt;bike
481;20;20111128015322.plt;bike
482;20;20111128151537.plt;bike
483;20;20111129015531.plt;bike
484;20;20111129151955.plt;bike
485;20;20111130015030.plt;bike
486;20;20111130020900.plt;bike
487;20;20111130151807.plt;bike
488;20;20111130152335.plt;bike
489;20;20111201020105.plt;bike
490;20;20111201123535.plt;walk
491;20;20111202020153.plt;bike
492;20;20111206145735.plt;bike
493;20;20111209015635.plt;bike
494;20;20111209015635.plt;walk
495;20;20111213143458.plt;bike
496;20;20111220145401.plt;bike
497;20;20111221014028.plt;bike
498;20;20111221150308.plt;bike
499;20;20111222021305.plt;bike
500;20;20111223015835.plt;bike
501;20;20111227051001.plt;walk
502;21;20070429083432.plt;car
503;21;20070429222711.plt;car
504;21;20070429222711.plt;car
505;21;20070429222711.plt;car
506;21;20070429222711.plt;car
507;21;20070429222711.plt;car
508;21;20070429222711.plt;car
509;21;20070429222711.plt;car
510;21;20070429222711.plt;car
511;21;20070429222711.plt;car
512;21;20070429222711.plt;car
513;21;20070429222711.plt;car
514;21;20070429222711.plt;car
515;21;20070429222711.plt;car
516;21;20070429222711.plt;car
517;21;20070429222711.plt;car
518;21;20070429222711.plt;car
519;21;20070429222711.plt;car
520;21;20070429222711.plt;car
521;21;20070429222711.plt;car
522;21;20070429222711.plt;car
523;21;20070501010311.plt;car
524;21;20070501010311.plt;car
525;21;20070501010311.plt;car
526;21;20070501010311.plt;car
527;21;20070501010311.plt;car
528;21;20070501010311.plt;walk
529;21;20070501010311.plt;walk
530;21;20070501010311.plt;car
531;21;20070501010311.plt;walk
532;21;20070501010311.plt;walk
533;21;20070502001318.plt;car
534;21;20070502001318.plt;car
535;21;20070502013107.plt;walk
536;21;20070502013107.plt;walk
537;21;20070502013107.plt;car
538;21;20070502013107.plt;walk
539;21;20070502013107.plt;car
540;21;20070503005908.plt;walk
541;21;20070503005908.plt;walk
542;21;20070503005908.plt;walk
543;21;20070503005908.plt;walk
544;21;20070503005908.plt;walk
545;21;20070503235021.plt;walk
546;21;20070503235021.plt;walk
547;52;20080520093515.plt;bus
548;52;20080520093515.plt;bus
549;52;20080520093515.plt;walk
550;52;20080520093515.plt;walk
551;52;20080520093515.plt;walk
552;52;20080520093515.plt;walk
553;52;20080520093515.plt;car
554;52;20080521032224.plt;bus
555;52;20080521032224.plt;walk
556;52;20080521032224.plt;walk
557;52;20080521032224.plt;walk
558;52;20080521032224.plt;walk
559;52;20080521032224.plt;bus
560;52;20080521032224.plt;bus
561;52;20080521032224.plt;walk
562;52;20080521032224.plt;bus
563;52;20080521032224.plt;walk
564;52;20080521032224.plt;walk
565;52;20080521032224.plt;walk
566;52;20080521032224.plt;bus
567;52;20080522090054.plt;bus
568;52;20080522090054.plt;walk
569;52;20080522090054.plt;bus
570;52;20080523044006.plt;bus
571;52;20080523044006.plt;walk
572;52;20080523044006.plt;walk
573;52;20080523044006.plt;walk
574;52;20080523044006.plt;bus
575;52;20080525053129.plt;bus
576;52;20080525053129.plt;walk
577;52;20080525053129.plt;walk
578;52;20080525053129.plt;walk
579;52;20080525053129.plt;walk
580;52;20080525053129.plt;walk
581;52;20080525053129.plt;bus
582;52;20080525053129.plt;walk
583;52;20080525053129.plt;bus
584;52;20080525053129.plt;walk
585;52;20080525053129.plt;walk
586;52;20080525053129.plt;bus
587;52;20080525053129.plt;car
588;52;20080526121804.plt;bus
589;52;20080527074452.plt;bus
590;52;20080527074452.plt;bus
591;52;20080527074452.plt;walk
592;52;20080527074452.plt;walk
593;52;20080527074452.plt;bus
594;52;20080528092335.plt;bus
595;52;20080528092335.plt;walk
596;52;20080528092335.plt;walk
597;52;20080528092335.plt;walk
598;52;20080528092335.plt;bus
599;52;20080528092335.plt;walk
600;52;20080529063505.plt;bus
601;52;20080529063505.plt;walk
602;52;20080529063505.plt;walk
603;52;20080529063505.plt;bus
604;52;20080530100805.plt;bus
605;52;20080530101103.plt;bus
606;52;20080531033106.plt;bus
607;52;20080531033106.plt;walk
608;52;20080531033106.plt;walk
609;52;20080531033106.plt;walk
610;52;20080531033106.plt;walk
611;52;20080531033106.plt;bus
612;52;20080531033106.plt;car
613;52;20080531033106.plt;walk
614;52;20080531033106.plt;walk
615;52;20080531033106.plt;bus
616;52;20080531033106.plt;walk
617;52;20080531033106.plt;walk
618;52;20080531033106.plt;bus
619;52;20080601094724.plt;bus
620;52;20080601094724.plt;bus
621;52;20080602034606.plt;bus
622;52;20080602034606.plt;walk
623;52;20080602034606.plt;walk
624;52;20080602034606.plt;walk
625;52;20080602034606.plt;bus
626;52;20080603002235.plt;bus
627;52;20080603002235.plt;bus
628;52;20080603002235.plt;bus
629;52;20080603002235.plt;bus
630;52;20080603002235.plt;bus
631;52;20080603002235.plt;bus
632;52;20080604105705.plt;bus
633;52;20080604105705.plt;bus
634;52;20080604105705.plt;bus
635;52;20080604105705.plt;bus
636;52;20080606033036.plt;bus
637;52;20080606033036.plt;bus
638;52;20080606033036.plt;walk
639;52;20080606033036.plt;walk
640;52;20080606033036.plt;walk
641;52;20080606033036.plt;walk
642;52;20080606033036.plt;walk
643;52;20080606033036.plt;bus
644;52;20080607093313.plt;bus
645;52;20080607093313.plt;walk
646;52;20080607093313.plt;bus
647;52;20080609034805.plt;bus
648;52;20080609034805.plt;bus
649;52;20080609034805.plt;walk
650;52;20080609034805.plt;walk
651;52;20080609034805.plt;bus
652;52;20080609034805.plt;bus
653;52;20080609034805.plt;walk
654;52;20080609034805.plt;walk
655;52;20080609034805.plt;walk
656;52;20080609034805.plt;bus
657;52;20080610105630.plt;bus
658;52;20080610105630.plt;walk
659;52;20080610105630.plt;walk
660;52;20080610105630.plt;walk
661;52;20080610105630.plt;bus
662;52;20080612040639.plt;bus
663;52;20080612040639.plt;bus
664;52;20080612040639.plt;bus
665;52;20080612221956.plt;bus
666;52;20080612221956.plt;bus
667;52;20080612221956.plt;bus
668;52;20080612221956.plt;bus
669;52;20080612221956.plt;bus
670;52;20080614085325.plt;bus
671;52;20080614085325.plt;bus
672;52;20080614085325.plt;bus
673;52;20080615065036.plt;bus
674;52;20080615065036.plt;walk
675;52;20080615065036.plt;walk
676;52;20080615065036.plt;walk
677;52;20080615065036.plt;car
678;52;20080616050635.plt;bus
679;52;20080616050635.plt;walk
680;52;20080616050635.plt;walk
681;52;20080616050635.plt;bus
682;52;20080616050635.plt;bus
683;52;20080617042652.plt;bus
684;52;20080617042652.plt;bus
685;52;20080620012827.plt;bus
686;52;20080620012827.plt;walk
687;52;20080620012827.plt;walk
688;52;20080620012827.plt;walk
689;52;20080620012827.plt;walk
690;52;20080620012827.plt;bus
691;52;20080620012827.plt;bus
692;52;20080620012827.plt;walk
693;52;20080620012827.plt;walk
694;52;20080620012827.plt;car
695;52;20080620012827.plt;car
696;52;20080621013806.plt;bus
697;52;20080621101507.plt;walk
698;52;20080621101507.plt;walk
699;52;20080621101507.plt;car
700;52;20080625052637.plt;bus
701;52;20080625052637.plt;walk
702;52;20080625052637.plt;walk
703;52;20080625052637.plt;bus
704;52;20080625052637.plt;walk
705;52;20080625052637.plt;walk
706;52;20080625052637.plt;car
707;52;20080626204306.plt;car
708;52;20080626204306.plt;walk
709;52;20080626204306.plt;walk
710;52;20080626204306.plt;bus
711;52;20080626204306.plt;walk
712;52;20080626204306.plt;walk
713;52;20080626204306.plt;walk
714;52;20080626204306.plt;walk
715;52;20080626204306.plt;bus
716;52;20080626204306.plt;bus
717;52;20080626204306.plt;car
718;52;20080626204306.plt;walk
719;52;20080626204306.plt;walk
720;52;20080628232655.plt;walk
721;52;20080628232655.plt;walk
722;52;20080628232655.plt;bus
723;52;20080628232655.plt;bus
724;52;20080628232655.plt;bus
725;52;20080628232655.plt;bus
726;52;20080628232655.plt;walk
727;52;20080628232655.plt;walk
728;52;20080628232655.plt;bus
729;52;20080628232655.plt;walk
730;52;20080628232655.plt;walk
731;52;20080628232655.plt;walk
732;52;20080628232655.plt;walk
733;52;20080628232655.plt;bus
734;52;20080628232655.plt;walk
735;52;20080628232655.plt;bus
736;52;20080701083859.plt;bus
737;52;20080702094938.plt;bus
738;52;20080702094938.plt;walk
739;52;20080702094938.plt;walk
740;52;20080702094938.plt;walk
741;52;20080702094938.plt;walk
742;52;20080702094938.plt;walk
743;52;20080702094938.plt;bus
744;52;20080703062541.plt;bus
745;52;20080703062541.plt;walk
746;52;20080703062541.plt;walk
747;52;20080703062541.plt;walk
748;52;20080703062541.plt;walk
749;52;20080703062541.plt;walk
750;52;20080703062541.plt;walk
751;52;20080703062541.plt;walk
752;52;20080703062541.plt;walk
753;52;20080703062541.plt;walk
754;52;20080703062541.plt;walk
755;52;20080703062541.plt;bus
756;52;20080703062541.plt;car
757;52;20080706090206.plt;bus
758;52;20080706090206.plt;walk
759;52;20080706090206.plt;walk
760;52;20080706090206.plt;bus
761;52;20080707063908.plt;bus
762;52;20080708125325.plt;bus
763;52;20080709020456.plt;bus
764;52;20080709020456.plt;walk
765;52;20080709020456.plt;bus
766;52;20080709020456.plt;walk
767;52;20080709020456.plt;walk
768;52;20080709020456.plt;bus
769;52;20080709020456.plt;walk
770;52;20080709020456.plt;walk
771;52;20080709020456.plt;walk
772;52;20080709020456.plt;walk
773;52;20080709020456.plt;car
774;52;20080709020456.plt;car
775;52;20080709020456.plt;car
776;52;20080709020456.plt;car
777;52;20080709212205.plt;car
778;52;20080709212205.plt;bus
779;52;20080709212205.plt;walk
780;52;20080709212205.plt;walk
781;52;20080709212205.plt;walk
782;52;20080709212205.plt;walk
783;52;20080709212205.plt;bus
784;52;20080709212205.plt;bus
785;52;20080709212205.plt;bus
786;52;20080709212205.plt;bus
787;52;20080709212205.plt;walk
788;52;20080709212205.plt;walk
789;52;20080709212205.plt;walk
790;52;20080709212205.plt;walk
791;52;20080709212205.plt;walk
792;52;20080709212205.plt;walk
793;52;20080709212205.plt;bus
794;52;20080711015836.plt;bus
795;52;20080711015836.plt;walk
796;52;20080711015836.plt;walk
797;52;20080711015836.plt;car
798;52;20080711015836.plt;walk
799;52;20080711015836.plt;bus
800;52;20080711015836.plt;walk
801;52;20080711015836.plt;walk
802;52;20080711015836.plt;bus
803;52;20080711015836.plt;bus
804;52;20080711015836.plt;walk
805;52;20080711015836.plt;bus
806;52;20080711015836.plt;walk
807;52;20080711015836.plt;walk
808;52;20080711015836.plt;walk
809;52;20080711015836.plt;walk
810;52;20080711015836.plt;walk
811;52;20080711015836.plt;walk
812;52;20080711015836.plt;bus
813;52;20080715104708.plt;car
814;52;20080715104708.plt;car
815;52;20080716082736.plt;bus
816;52;20080717005109.plt;bus
817;52;20080717005109.plt;walk
818;52;20080717005109.plt;walk
819;52;20080717005109.plt;bus
820;52;20080717005109.plt;bus
821;52;20080717005109.plt;walk
822;52;20080717005109.plt;walk
823;52;20080717005109.plt;walk
824;52;20080717005109.plt;walk
825;52;20080717005109.plt;car
826;52;20080718045225.plt;bus
827;52;20080718045225.plt;bus
828;52;20080718045225.plt;walk
829;52;20080718045225.plt;walk
830;52;20080718045225.plt;walk
831;52;20080718045225.plt;bus
832;52;20080719044536.plt;bus
833;52;20080719044536.plt;bus
834;52;20080719044536.plt;walk
835;52;20080719044536.plt;bus
836;52;20080719044536.plt;walk
837;52;20080719044536.plt;walk
838;52;20080719044536.plt;bus
839;52;20080719044536.plt;car
840;52;20080720044908.plt;bus
841;52;20080720044908.plt;walk
842;52;20080720044908.plt;bus
843;52;20080720044908.plt;bus
844;52;20080720044908.plt;bus
845;52;20080720044908.plt;bus
846;52;20080720044908.plt;walk
847;52;20080720044908.plt;walk
848;52;20080720044908.plt;bus
849;52;20080720044908.plt;bus
850;52;20080721040656.plt;bus
851;52;20080721040656.plt;walk
852;52;20080721040656.plt;walk
853;52;20080721040656.plt;car
854;52;20080721040656.plt;car
855;52;20080721040656.plt;car
856;52;20080721040656.plt;car
857;52;20080721040656.plt;car
858;52;20080722041604.plt;bus
859;52;20080722041604.plt;walk
860;52;20080722041604.plt;walk
861;52;20080722041604.plt;walk
862;52;20080722041604.plt;walk
863;52;20080722041604.plt;walk
864;52;20080722041604.plt;bus
865;52;20080722041604.plt;walk
866;52;20080722041604.plt;bike
867;52;20080723082932.plt;bus
868;52;20080723082932.plt;bus
869;52;20080723082932.plt;bus
870;52;20080723082932.plt;walk
871;52;20080723082932.plt;walk
872;52;20080723082932.plt;walk
873;52;20080723082932.plt;walk
874;52;20080723082932.plt;walk
875;52;20080723082932.plt;walk
876;52;20080723082932.plt;bus
877;52;20080723082932.plt;walk
878;52;20080724013535.plt;bus
879;52;20080724013535.plt;walk
880;52;20080724013535.plt;walk
881;52;20080724013535.plt;walk
