segment_id;user_id;file_name;mode;n_points;duration_s;distance_m;avg_speed_mps;max_speed_mps;std_speed_mps;p50_speed_mps;p90_speed_mps;avg_acc_mps2;std_acc_mps2;max_acc_mps2;min_acc_mps2;avg_turn_deg;std_turn_deg;stop_ratio;high_speed_ratio;mid_speed_ratio
12;10;20080518072454.plt;bus;1964;2330.0;30144.53236912406;13.73464092490705;45.91176394546575;8.05405265757448;12.690242941750242;25.447692535553124;0.06944348529039059;3.8423130681493944;34.38944030370781;-22.824039326553148;4.591174762496992;16.999650915139274;0.03920570264765784;0.6522403258655805;0.18533604887983707
13;10;20080519055003.plt;bus;4874;7085.0;159141.13539057184;22.38943500701113;54.70290604153937;7.5661775000228975;25.911762961396875;27.639870110017842;0.02823499029390773;1.7500004753272522;40.11689143618139;-26.534244745131996;1.6155420635794844;8.955255879647853;0.01272055806319245;0.9002872384078785;0.05067706196142799
14;10;20080613211847.plt;walk;727;742.0;979.3750221892532;1.301322898306063;4.835472542265085;0.6318256443737793;1.1805399129503356;1.9657082651861175;-0.0024643965763604665;0.46356041856791586;3.10897950766934;-3.108979649709932;8.703198884185023;9.018690231949021;0.037138927097661624;0.0;0.09903713892709766
15;10;20080613211847.plt;walk;155;243.0;305.4925856272265;1.3410040934671112;2.5416759855275486;0.3738259715748948;1.3591793484510903;1.8396096520323095;0.01813875066090474;0.38412703768756057;1.5531561431879881;-1.4514164819605557;6.234543491347337;5.412085641506648;0.0064516129032258064;0.0;0.03870967741935484
16;10;20080615221713.plt;bus;1748;2038.0;15473.107424202568;8.178804837820731;22.908243433161978;6.082341444164281;5.34013407720985;17.594601264588427;0.025211654719174723;0.6525174060302241;9.053685779445402;-6.561795557665669;6.40714110404291;12.252429341038049;0.01887871853546911;0.36041189931350115;0.48112128146453087
17;10;20080615221713.plt;walk;198;514.0;437.0914182077529;1.6465648330317066;2.9977594488628108;0.25469236541969326;1.6802064939599912;1.8779905550281633;0.014449190217732213;0.314592695723321;2.913165097380071;-1.4891867813389756;6.278343811660697;17.492119222754916;0.010101010101010102;0.0;0.015151515151515152
18;10;20080615221713.plt;walk;257;256.0;473.0121282147801;1.8405141175672377;2.7852272417551336;0.22455373672553447;1.8052019533383532;2.0436955131630996;0.006233404125090595;0.2119588361973437;2.018186768827788;-0.49140996084939337;4.129247341807253;3.9202309803065583;0.0038910505836575876;0.0;0.1245136186770428
19;10;20080615221713.plt;walk;50;49.0;78.50718186025358;1.5701436372050717;1.9432559326242898;0.28508757300931636;1.6129891327819084;1.8190722351827857;0.034149451147491114;0.26501350055115175;0.9856487823125984;-0.5106191419199304;6.49634097584115;6.816201353094212;0.02;0.0;0.0
20;10;20080615221713.plt;walk;145;359.0;377.84939860174376;1.7763804922147972;4.101858066934437;0.628714773748007;1.703338050413354;2.1375504811443076;0.017354224950588137;0.42908835564367487;2.7780466402829966;-1.6717287059998571;6.797013364717276;7.506017660592353;0.006896551724137931;0.0;0.11724137931034483
21;10;20080615221713.plt;walk;791;871.0;1423.4526087206664;1.720934520551679;3.08188783021902;0.30360367923419335;1.722939564157573;2.0182156683377177;0.007796613817520951;0.31638368174313175;2.2765581333921228;-1.4657008554954776;6.845181695661195;9.204854086669881;0.0037926675094816687;0.0;0.11757269279393173
22;10;20080615221713.plt;walk;668;835.0;989.5897541609778;1.2230808313849921;3.8860265288850058;0.4071181406200827;1.2064633200177561;1.7061768107858295;0.000290138714386754;0.4050443255262888;2.1053053371325667;-2.466713523943394;13.426515007949991;14.04645476188142;0.02844311377245509;0.0;0.03592814371257485
23;10;20080617094444.plt;bus;1289;1903.0;7099.821729521242;4.7138218295206356;20.24626782492063;3.5802733772274586;4.045564938090746;9.929958188977096;0.01859316835905233;1.303985921404925;13.908662096331627;-9.531606798929694;17.77223398150289;30.753239643582486;0.1264546159813809;0.0969743987587277;0.48176881303335917
24;10;20080617094444.plt;walk;341;420.0;694.14331142221;1.7384156784985187;6.305430961035732;0.7877886216172053;1.6741647508086137;2.515656802832528;0.033786874840350416;0.8544753864699907;5.257895597238093;-4.159970748737527;18.74526233278566;14.179158518668881;0.020527859237536656;0.0;0.30498533724340177
25;10;20080617094444.plt;walk;304;440.0;438.91647981561323;1.194869963067567;4.694901579212054;0.5802216939019389;1.0996097672201173;1.8573860854977953;0.02663076742403951;0.5836624562580981;3.8086769146679025;-2.9145497467478796;18.105996167539057;19.28457136988453;0.05921052631578947;0.0;0.06578947368421052
26;10;20080617094444.plt;car;370;410.0;3469.739684485514;8.43560402786816;16.202337613414095;4.174206795041886;8.410719274366395;14.50065091678337;-0.0032926876987829606;1.1158397614420474;7.304661799099653;-4.943347844464359;6.04319862579881;11.09514927666571;0.008108108108108109;0.34324324324324323;0.37027027027027026
27;10;20080618003409.plt;walk;179;334.0;482.045952479364;1.546816780564112;3.411821735273471;0.48563611259909006;1.5084877062449256;2.1584749846860847;0.015605893286864285;0.4938054930442222;2.5674832752217958;-1.2657347942078714;14.921669105101307;13.907612363421318;0.0111731843575419;0.0;0.1787709497206704
28;10;20080618003409.plt;car;532;793.0;3533.3186619679877;5.8987638126059965;15.636689982923079;4.668512679707729;4.972653092922327;12.803024108626962;0.017731970965873364;1.041844912393772;7.490558239242567;-9.774245821926577;13.839461015997347;26.884236935851742;0.16541353383458646;0.2593984962406015;0.39097744360902253
29;10;20080618003409.plt;walk;234;458.0;619.3221393974505;1.7035429632241688;10.222568602664822;1.0419580748906818;1.61736471763041;2.6736774394970486;0.03896946801434557;0.9360699192065662;5.068614424085453;-5.741503347320499;19.23671177601504;16.557839405089567;0.042735042735042736;0.004273504273504274;0.24358974358974358
30;10;20080618003409.plt;bus;712;886.0;5909.732731731039;7.377689632279645;14.80788552313958;4.094673053354787;8.239816454994665;12.244167611246542;0.022790629547408375;0.870749967690203;6.147888079897027;-3.217258539737289;8.719616208324542;19.51520017957124;0.07724719101123595;0.33707865168539325;0.2991573033707865
31;10;20080618003409.plt;bus;66;100.0;837.2817175960784;9.16951239564419;16.46235186132185;4.101383864496356;9.759370617047164;14.322858707111841;0.09157850938641184;1.516933825894124;6.227870045039106;-2.7820811466063553;4.398085895450384;4.44057986969792;0.030303030303030304;0.5;0.3181818181818182
32;10;20080618121033.plt;walk;432;611.0;839.1819777250666;1.4788260249359384;6.944272202638312;0.7427235151109375;1.3240573719328577;2.3398110843184403;0.03451149643505603;0.7469146138084465;4.836393959603542;-3.3547916729858107;20.299222003662667;16.999702590317806;0.02546296296296296;0.0;0.18055555555555555
33;10;20080618121033.plt;bus;2045;2968.0;19967.560463341142;8.56456854927539;20.409005554661316;4.6740668237926855;9.230753782086177;14.406436977645447;0.0221126729973453;1.033818223035691;6.966393878116461;-7.3263703903501805;10.084364780499126;22.166066338153456;0.09290953545232274;0.4396088019559902;0.26943765281173593
34;10;20080618121033.plt;bus;151;242.0;1321.1407427395347;7.54983723486268;12.178889064964125;2.93475175036446;8.612447040199683;10.487045824892776;0.10344436605199321;0.9521917843659301;4.143848278040956;-2.513243565229244;5.363742927626044;6.029827423042741;0.013245033112582781;0.19205298013245034;0.37748344370860926
35;10;20080618121033.plt;walk;468;594.0;1005.8823603779058;1.7693698787685235;10.203536562512923;0.9023226780944793;1.6425398077023934;2.4997509386906995;0.016205780244350158;0.9083830224112109;9.520317997501909;-4.476814852446429;16.237956792928966;14.853740377992532;0.014957264957264958;0.002136752136752137;0.24358974358974358
36;10;20080618121033.plt;walk;248;359.0;566.8815653510383;1.6926011300188009;7.724167956322989;0.8144879361525706;1.552657319602396;2.5077678657588436;0.06596936152604273;0.8968263775505051;5.986415497442639;-2.2292789799194277;14.637333980124469;12.18869064395846;0.008064516129032258;0.0;0.20967741935483872
37;10;20080618121033.plt;bus;799;1076.0;6656.429975584403;7.4097036080024745;15.15265347038703;3.4213329133842363;7.9325159491166675;11.34469146836008;0.027384062434590763;1.1290912141985383;6.875030169052575;-5.710672996654794;9.38288246061892;18.20828366926486;0.04755944931163955;0.24780976220275344;0.40175219023779724
38;10;20080618121033.plt;walk;259;333.0;536.9812860011501;1.6980765730247436;4.407567943142902;0.5703358092968529;1.6546733256081139;2.2655699132635116;0.03705912038012804;0.564812339226059;2.8600643001085864;-2.2737201505163354;12.39881932262752;10.289498348382173;0.015444015444015444;0.0;0.23938223938223938
39;10;20080619100408.plt;walk;1563;1880.0;2385.7441194572925;1.31070830039034;3.370248728915386;0.38853127379706426;1.3027735715838527;1.7845549525434188;0.006339382912878608;0.4579905444415285;2.363632481124985;-2.067293667878392;15.680790404912615;13.731397938244319;0.010876519513755598;0.0;0.04094689699296225
40;10;20080619160000.plt;walk;353;393.0;491.2354892047165;1.2495295256243935;3.514018835170933;0.35598753812497697;1.2231441931623537;1.6471320737262325;0.0016289574465441104;0.4073533763398185;2.1681411228846637;-1.3905513659541848;16.63732991934236;13.965134249538318;0.0056657223796034;0.0;0.025495750708215296
41;10;20080619160000.plt;walk;257;328.0;415.4996877348934;1.3877474070583837;5.576236791148631;0.6586141904763403;1.3371248629188741;2.0518417687590507;0.03353499155040368;0.6943242155136415;2.781091211278983;-3.0096949308714582;17.80130965007869;15.745049878440637;0.042801556420233464;0.0;0.1245136186770428
42;10;20080619160000.plt;car;422;598.0;3625.1848192474395;7.598766023263715;25.08524295667138;3.9779428367626624;7.324733901884905;13.526155490843847;0.03244206871148374;1.4467525939460812;18.507429138803097;-8.712368411368214;6.926192396298637;13.646781062621635;0.04976303317535545;0.26303317535545023;0.471563981042654
43;10;20080628071359.plt;car;812;1155.0;8420.84415515015;9.114469219892392;19.663446598481396;4.3769743827535645;9.108012505287427;14.959750887597153;0.013271473293915263;1.1238112314482227;11.882711244055246;-5.944855699723668;6.632204855126416;14.930218021184235;0.034482758620689655;0.43226600985221675;0.33004926108374383
44;10;20080628071359.plt;walk;116;152.0;230.1482667553011;1.667784603575032;3.8918224330047857;0.7877493167687719;1.5939655174839156;2.9000248616128426;0.031831481136686005;0.6324111672481618;2.078639235954822;-1.5901850328854177;21.717599068582327;23.955086851311048;0.0603448275862069;0.0;0.2672413793103448
45;10;20080628071359.plt;car;463;636.0;3663.6314746240437;7.046274263526433;16.22285117297771;3.976537860171634;7.397609686167232;12.383182254238264;0.0133336152841583;0.8559700378372743;3.3013762400781346;-3.644308439157294;8.983573035794342;14.883418844736212;0.05399568034557235;0.2505399568034557;0.41252699784017277
46;10;20080628160827.plt;walk;306;450.0;629.9722460477187;1.5788649574748113;7.601484408927899;0.9895160315455975;1.3237051760295575;2.688205793907084;0.05342818990314074;1.174455416894349;6.8165379833593125;-6.426360161950679;22.28287381238547;18.94912445951456;0.042483660130718956;0.0;0.23529411764705882
47;10;20080628160827.plt;car;445;493.0;6077.808107421006;12.303705228679936;23.529299499022336;4.548824801656345;12.644700349833137;18.3318771094595;0.0022932313229215013;1.2749718110535169;9.359875999242625;-8.95089494988454;5.089857687196853;7.346464482019398;0.0022471910112359553;0.7101123595505618;0.17303370786516853
48;10;20080801023537.plt;walk;417;578.0;784.1416178515888;1.582872076883091;9.01818557426098;0.9575564474636272;1.4241856003771296;2.5557147608280792;0.027396790314953293;1.0995062720061213;6.037386953274803;-8.08700018120083;24.941424262888543;20.857302872347258;0.06474820143884892;0.0;0.2302158273381295
49;10;20080801023537.plt;walk;274;425.0;715.389841437184;2.1763503240495896;11.455860794345742;1.4150778130182875;1.9125267802456114;3.531665560502848;0.05395789648225096;1.3806356766470098;10.805792778429169;-8.309281776827921;18.549782311818184;23.19242344422203;0.032846715328467155;0.0072992700729927005;0.4306569343065693
50;10;20080801023537.plt;bus;2527;2958.0;38905.42949387446;13.668104165210298;25.87017989489705;8.012169840958785;13.946508445848144;23.851794202857878;0.005057398205618793;0.6946782958660219;6.542468523624056;-4.896191953431483;6.837284061323363;18.46532490614867;0.036011080332409975;0.6252473288484369;0.16224772457459438
51;10;20080801023537.plt;walk;369;758.0;756.5548013538171;1.7247824940887788;8.677583336193054;1.2117459699435327;1.4795541740297122;3.112685343470704;0.05344431080112631;1.071512670930632;7.452451925429795;-4.563371050460631;20.595334022960323;25.32405446539909;0.07317073170731707;0.0;0.26287262872628725
52;10;20080801023537.plt;walk;125;308.0;157.87745114072007;0.9034451558610299;4.1220622666427404;0.8099394402187688;0.6506100253268678;1.8858533797641055;0.03736972192499553;0.6837644419024297;2.7573634602408634;-2.890748823634576;26.10595895146191;31.977085831621714;0.368;0.0;0.088
53;10;20080801023537.plt;walk;128;268.0;345.0812080759066;2.168178047632667;4.626144904770041;1.1832592326666795;1.8449182924034346;3.8934190699487163;0.054608162150362224;0.7661124926875889;2.570833908380928;-2.234513443514941;16.23666109862353;15.280209774419209;0.046875;0.0;0.4609375
54;10;20080915231738.plt;bus;395;504.0;3129.2817536188295;6.986508158543083;15.164414211967777;3.622219929996382;6.780203094798017;11.733416785627854;0.02341107836572148;1.1588593945447505;5.820962390271841;-5.8028761826343205;9.099849283288819;17.58866921301089;0.015189873417721518;0.2607594936708861;0.4860759493670886
55;10;20080915231738.plt;walk;246;272.0;395.66413994710825;1.4343004689908707;5.048855600106964;0.7076995242382205;1.3684568875977026;2.248064612793872;0.00819481023322557;0.816647861438925;3.7399263881067615;-4.013484502491733;33.63226300314587;34.39815266966264;0.07723577235772358;0.0;0.16260162601626016
56;10;20080915231738.plt;bus;720;1087.0;5410.260574307091;5.691278930752422;61.102784902767056;4.345748883982488;5.792185053774576;10.577013723215703;0.031437337476152155;2.92256184492196;46.214263139351196;-49.48293378946458;18.160158986275103;32.131770402554146;0.13333333333333333;0.14305555555555555;0.45555555555555555
57;10;20080915231738.plt;walk;139;230.0;254.5402052068793;1.3879577801210528;2.754560159381053;0.5640617915219166;1.401489217125937;2.047448404896977;0.01631357796019756;0.6188823311142272;2.122260196185679;-2.1031576330070867;25.53899184303507;19.110209360848675;0.05755395683453238;0.0;0.14388489208633093
58;10;20080915231738.plt;walk;60;120.0;142.84135380613418;1.728572172226094;4.941926139446903;1.0178040242546709;1.5347955741209112;2.81419926353875;0.025983565058198054;1.0400040405150481;2.680760863402038;-3.0939099513563875;16.700495730566175;16.879377847814617;0.06666666666666667;0.0;0.4166666666666667
59;10;20080915231738.plt;walk;203;224.0;403.3107508123967;1.8226984298298288;6.292201700996055;1.1212549448773605;1.4861684812181024;3.3030379708543047;0.016690845001986122;1.316433610453584;4.469960349682424;-5.0529972189581205;36.45936624166235;32.9605623655098;0.03940886699507389;0.0;0.32019704433497537
60;10;20080916114237.plt;walk;221;245.0;473.78057863515346;1.9410351639842056;8.33426746574255;1.4116025721989807;1.5660252714018146;3.4532285297092;0.021679945265913554;1.3180520179616404;6.328063468758965;-5.02851678871999;38.523340607736394;36.89500628007855;0.05429864253393665;0.0;0.3167420814479638
61;10;20080916114237.plt;walk;67;134.0;126.7402932285831;1.5000357273163303;4.819104238849726;0.9080533328524407;1.3686187158312715;2.200735569057217;0.026129827470941305;0.9569994330444167;4.327217111030335;-2.6480416841345766;30.38359192630541;26.459658767613092;0.07462686567164178;0.0;0.1791044776119403
62;10;20080916114237.plt;car;430;568.0;5045.9627083434325;10.490997676425737;24.694712016135238;6.56516338676928;10.25059697009833;19.025624311976195;0.03761129373819923;1.1480482208718972;9.140528546492067;-3.7483636314114515;11.898026943175225;28.767474714342057;0.10465116279069768;0.5209302325581395;0.20930232558139536
63;10;20080916114237.plt;walk;56;61.0;127.947602053615;2.0459607934659836;4.639858593531189;0.947327919988032;1.94070614605921;3.629358487926197;0.008173945905174482;0.878049103956105;4.02617914636897;-2.108128474465418;7.917291679026091;9.08164950952262;0.017857142857142856;0.0;0.48214285714285715
64;10;20080916114237.plt;walk;129;143.0;198.18212211262255;1.3849493680734262;3.201007007183306;0.5478474851922475;1.3047053021869008;2.0353320709860343;0.011829069097681427;0.6598625049163807;2.2377282567185164;-1.5595373371436336;24.70495244547165;21.361761917389707;0.046511627906976744;0.0;0.12403100775193798
65;10;20080916114237.plt;car;142;157.0;1223.7900487061534;7.599805279202721;32.62808459300921;5.01254526292204;7.994111655759563;11.868027836778689;0.06571519914861648;2.641009968566281;18.46534092552962;-14.964614833863223;19.29439631323342;30.17826244228747;0.18309859154929578;0.2746478873239437;0.31690140845070425
66;10;20080916221234.plt;car;58;64.0;875.9910010596692;13.546587800678424;20.376506377613996;4.55098326975439;14.712993394825446;17.977697097556856;-0.08159213775026497;1.5335370836500382;4.733359953615351;-3.9418084146078147;5.335136176911135;9.716141938053296;0.017241379310344827;0.7586206896551724;0.05172413793103448
67;10;20080916221234.plt;walk;70;76.0;161.55576797314941;2.1472011288739106;10.058425971965622;1.6848414243980667;1.7771012444539638;3.803887541695502;0.20917442247069787;1.7580756439955296;7.860609054290245;-4.546830283667203;33.02598863984984;39.12374568124935;0.02857142857142857;0.014285714285714285;0.4142857142857143
68;10;20080916221234.plt;car;1976;2567.0;19527.899737041767;8.811347583194161;21.332866152265094;6.213471687636131;8.410914616968746;17.043213531247165;0.006845906334003895;0.8283325451663519;7.841182170317252;-8.432049473588581;11.62791424265149;29.31421732232288;0.1305668016194332;0.4438259109311741;0.2631578947368421
69;10;20080917101511.plt;bus;968;1609.0;8188.097460789311;7.331388356479038;36.28964862097638;5.071911858631857;7.846558040227244;13.592296093659199;0.019328947539938482;2.0693844790817835;32.28616161523454;-26.73425878632208;20.232158517111355;34.48512517195363;0.15495867768595042;0.38016528925619836;0.2964876033057851
70;10;20080917101511.plt;walk;95;104.0;132.94377291472958;1.2461463771408632;5.532730641121539;0.8141158486037847;1.1410505605620773;2.088773101296112;-0.0014763252539778493;0.8636728488228176;3.9269229406080615;-3.8552849474631543;35.96309852267706;38.27073255405905;0.09473684210526316;0.0;0.12631578947368421
71;10;20080917101511.plt;car;94;104.0;908.915995591038;8.68133798242982;19.381242552558742;4.40046653465029;8.27570497216165;14.095103428939987;-0.003854367028950731;1.1071445490159308;4.208363712130328;-3.2461541191121235;7.302836132363337;10.457312454506347;0.010638297872340425;0.4148936170212766;0.425531914893617
72;10;20080917225654.plt;bus;207;298.0;1908.6017582326845;8.217244009863899;20.735264425809213;4.132823452602002;8.93090777835389;12.85296390641;0.08843070328869765;1.989718347001213;12.765623343405155;-9.163440463253437;10.476868687545482;19.54560321010392;0.04830917874396135;0.391304347826087;0.33816425120772947
73;10;20080917225654.plt;walk;264;293.0;468.90649314669434;1.6138084915810698;5.372935083098582;0.8691320535714304;1.455594768806169;2.81447284168459;0.017266161233930318;1.0634760076081202;4.850948175517657;-3.5309214263011324;32.817786474277135;32.645907331697174;0.041666666666666664;0.0;0.2689393939393939
74;10;20080917225654.plt;car;497;926.0;4091.11798960378;7.145439242278598;19.48602997950115;6.031334539839622;7.107219846008875;16.132428660230552;0.06023953091951447;1.4888988964842322;13.389649571372823;-6.2969424762682955;17.728934438161154;37.14913532055319;0.24748490945674045;0.34808853118712274;0.2052313883299799
75;10;20080917225654.plt;walk;98;107.0;136.13704505111298;1.2590942838247874;5.623044684759734;0.8803866711548206;1.2175154234229417;2.087825219792168;0.010416560548544224;0.9677352401946006;5.344155355202769;-3.969217843954932;23.20576617613882;26.155657442229195;0.23469387755102042;0.0;0.1326530612244898
76;10;20080917225654.plt;walk;217;240.0;414.36726749068316;1.743409003263981;9.079512948083867;1.037231209112761;1.537466693716914;2.707515361375287;0.03192734900532727;1.062640517564126;3.6373151235351937;-3.9669333241276696;40.07861575727124;35.74979935291574;0.04608294930875576;0.0;0.2857142857142857
77;10;20080918104339.plt;walk;69;75.0;114.58447066473136;1.5009992647440917;2.863984911557326;0.5665252576415549;1.417549831503902;2.233723513601102;0.010590220909686341;0.6409850127003954;1.4596970509283524;-1.6037595105617428;36.92581323202353;27.783750946853008;0.028985507246376812;0.0;0.17391304347826086
78;10;20080918104339.plt;walk;141;155.0;239.71955618120546;1.5118900599750171;5.893331111503957;0.8571755496657983;1.325921243401549;2.5250487949299933;-0.006710300343705778;1.0429267820676122;3.300523312750438;-3.607088340317845;24.512493545832935;28.560616788789115;0.05673758865248227;0.0;0.22695035460992907
79;10;20080918104339.plt;bus;423;745.0;2782.3726863128322;5.731923995358783;22.820461391939904;3.8433548922437755;5.528813219616555;10.7747968199358;0.021060212256016564;2.3284967521533306;12.687675757853029;-16.028007374155113;14.363293472307824;23.460524411386718;0.08983451536643026;0.13711583924349882;0.5224586288416075
80;10;20080918104339.plt;bus;481;587.0;4117.245279879439;7.581450757720038;17.54085399010387;3.191576922496601;8.109167163541782;10.690619886267433;0.01788551066433976;0.9383200724099154;6.521596321731434;-3.960952016530716;8.456544469507453;15.57193824362122;0.037422037422037424;0.20997920997921;0.40540540540540543
81;10;20080918104339.plt;walk;213;301.0;351.074378900944;1.3648667119169622;7.194849818612656;0.8562611075158426;1.2297611873350287;2.324952636799323;0.014162350304143367;0.760944313964634;5.573165363779218;-2.7537168187723453;24.67523290712161;32.74601733843456;0.1267605633802817;0.0;0.22535211267605634
82;10;20080919000927.plt;bus;802;891.0;4560.168185762188;5.121320835032968;13.482705735381028;2.319647535931332;5.349099726024276;7.792602928621807;0.0081799168605076;1.2331737295392615;6.877189387908356;-5.944614516781449;10.33844131093493;17.220024046787128;0.05361596009975062;0.02119700748129676;0.8204488778054863
83;10;20080919000927.plt;car;1587;2127.0;18410.292666582078;10.361752329172461;22.582857749800056;6.113348971384252;10.900100048370948;18.25007904011802;0.013426779365243932;0.966183626275382;11.826361759798411;-5.60836093469673;11.123929419326991;30.16384068616685;0.11279143037177064;0.5519848771266541;0.19218651543793322
84;10;20080919104235.plt;walk;142;160.0;336.7883221394129;2.085784582082917;5.890963535182489;0.7830090521963912;2.0345429618764204;2.8653607009052813;-0.005612639173282995;0.936221412260225;3.1813202225647794;-3.7647548050198916;36.53786514737866;32.66249345135764;0.007042253521126761;0.0;0.5140845070422535
85;10;20080919104235.plt;walk;72;82.0;126.64244731960987;1.5891820143200095;4.737767241623023;0.875352561354428;1.5316611910197757;2.580033835106948;0.06279520833021388;0.963330917962322;3.9184578405804436;-2.156955707587974;33.58532004651833;37.493999463526606;0.06944444444444445;0.0;0.2222222222222222
86;10;20080919104235.plt;walk;79;87.0;136.3818337845354;1.533090711324003;9.366045584111454;1.3525712651393758;1.1152166763665319;2.832291783133004;0.051867336923488085;1.6112089604462738;6.8667850869786395;-6.2109813015297926;24.52067235996283;28.499777958738324;0.0379746835443038;0.0;0.16455696202531644
87;10;20080919104235.plt;bus;580;813.0;3327.6046255009887;5.059811972731971;22.37616199450626;4.141830340132664;4.408772313659354;10.677591472257513;0.012298676531357874;1.651407152286437;9.359365417176521;-10.231859734846894;22.87556883332256;42.25559515000612;0.1793103448275862;0.14482758620689656;0.42758620689655175
88;10;20080919104235.plt;bus;524;688.0;4138.782506876947;6.9520866027173405;12.670799576475561;3.0406907957110287;7.565638315816269;10.344910702280599;0.01765578656744923;0.8781711122809679;5.482981108295335;-7.706447295439002;7.684193175092982;12.106852855028052;0.03435114503816794;0.15267175572519084;0.45610687022900764
89;10;20080919104235.plt;walk;55;60.0;112.48086616411588;1.8200659751437926;5.9251116307824505;1.0835287784449805;1.5986891585286125;3.0431131968974605;-0.015321758694395065;1.1358369612284673;3.078932846505883;-3.878611679250368;24.846741885677577;22.09743494077391;0.03636363636363636;0.0;0.3090909090909091
90;10;20080919104235.plt;walk;130;143.0;288.955839609658;1.991489020721704;7.610283145783783;1.3646759884072297;1.567256789036156;3.5184566180173844;-0.005031920336860509;1.504958728707234;4.110377063910283;-6.297622470370585;28.48149576569961;36.231788161952984;0.05384615384615385;0.0;0.3384615384615385
91;10;20080921224934.plt;car;1174;2095.0;4250.828895021628;3.056417910109313;17.237114643333722;4.215051364694846;0.7944127198983344;9.66369972632228;0.017373522816019348;1.056752424432011;9.577906609031373;-6.4861500938110375;24.20620756468949;45.922982018873995;0.46252129471890974;0.09284497444633731;0.2708688245315162
